Year,Suburb,Bedroom Count,Median House Price,Highest ICSEA Value,Crime Count,Year-ended Inflation
2020,AUSTINMER,4,1525000,1112,71,0.9
2020,AVONDALE,4,545000,1083,0,0.9
2020,BALGOWNIE,4,910000,943,199,0.9
2020,BANGOR,1,508500,1064,130,0.9
2020,BANGOR,4,1090000,1064,130,0.9
2020,BARDEN RIDGE,4,850000,1064,109,0.9
2020,BARDIA,3,239000,1064,204,0.9
2020,BARDIA,4,390000,1064,204,0.9
2020,BARRACK HEIGHTS,1,1100000,873,418,0.9
2020,BARRACK HEIGHTS,2,1100000,873,418,0.9
2020,BARRACK HEIGHTS,3,370000,873,418,0.9
2020,BARRACK HEIGHTS,4,590000,873,418,0.9
2020,BARRACK POINT,4,1082500,873,20,0.9
2020,BELLAMBI,4,754000,1136,627,0.9
2020,BERKELEY,4,557500,922,814,0.9
2020,BLACKBUTT,4,667000,920,515,0.9
2020,BLAIR ATHOL,4,702500,755,56,0.9
2020,BLAIRMOUNT,4,665000,947,27,0.9
2020,BOMBO,4,965000,940,24,0.9
2020,BONNET BAY,4,1375000,925,26,0.9
2020,BOW BOWING,4,627000,716,41,0.9
2020,BRADBURY,4,533750,996,489,0.9
2020,BROUGHTON VILLAGE,4,1315000,1057,4,0.9
2020,BROWNSVILLE,4,575500,1015,39,0.9
2020,BULLI,3,550000,1082,446,0.9
2020,BULLI,4,1035000,1082,446,0.9
2020,BUNDEENA,4,1202500,1071,70,0.9
2020,BURRANEER,1,170000,982,69,0.9
2020,CALDERWOOD,1,507500,1065,81,0.9
2020,CALDERWOOD,3,385000,1065,81,0.9
2020,CALDERWOOD,4,330500,1065,81,0.9
2020,CAMPBELLTOWN,1,377500,845,7680,0.9
2020,CAMPBELLTOWN,2,462500,845,7680,0.9
2020,CAMPBELLTOWN,3,466000,845,7680,0.9
2020,CAMPBELLTOWN,4,565000,845,7680,0.9
2020,CARINGBAH,1,575000,972,1762,0.9
2020,CARINGBAH,2,700000,972,1762,0.9
2020,CARINGBAH,3,762000,972,1762,0.9
2020,CARINGBAH,4,1308500,972,1762,0.9
2020,CARINGBAH SOUTH,4,1571500,972,320,0.9
2020,CLAYMORE,4,700000,991,462,0.9
2020,CLEVELAND,4,1870000,991,3,0.9
2020,COALCLIFF,4,1375000,991,0,0.9
2020,COLEDALE,4,1550000,874,0,0.9
2020,COMO,4,1295000,662,100,0.9
2020,CONISTON,1,370000,982,415,0.9
2020,CONISTON,3,550000,982,415,0.9
2020,CONISTON,4,635000,982,415,0.9
2020,CORDEAUX HEIGHTS,4,827500,916,0,0.9
2020,CORRIMAL,2,566000,916,573,0.9
2020,CORRIMAL,3,614900,916,573,0.9
2020,CORRIMAL,4,799000,916,573,0.9
2020,CRINGILA,4,470000,916,276,0.9
2020,CRONULLA,1,720000,1084,2067,0.9
2020,CRONULLA,2,807500,1084,2067,0.9
2020,CRONULLA,3,1255000,1084,2067,0.9
2020,DAPTO,2,509000,979,937,0.9
2020,DAPTO,3,488000,979,937,0.9
2020,DAPTO,4,565000,979,937,0.9
2020,DENHAM COURT,3,554000,846,201,0.9
2020,DENHAM COURT,4,453000,846,201,0.9
2020,DUNMORE,4,500000,1009,0,0.9
2020,EAGLE VALE,4,613000,903,0,0.9
2020,EAST CORRIMAL,1,310000,1019,0,0.9
2020,EAST CORRIMAL,3,520000,1019,0,0.9
2020,EAST CORRIMAL,4,1105000,1019,0,0.9
2020,ENGADINE,1,410500,1066,462,0.9
2020,ENGADINE,2,562500,1066,462,0.9
2020,ENGADINE,4,990000,1066,462,0.9
2020,ENGLORIE PARK,4,497495,1066,18,0.9
2020,ESCHOL PARK,4,610000,983,53,0.9
2020,FAIRY MEADOW,2,675000,967,671,0.9
2020,FAIRY MEADOW,3,835000,967,671,0.9
2020,FAIRY MEADOW,4,799000,967,671,0.9
2020,FARMBOROUGH HEIGHTS,4,690000,967,0,0.9
2020,FERNHILL,4,700000,933,35,0.9
2020,FIGTREE,4,730000,1033,466,0.9
2020,FLINDERS,3,609000,1033,163,0.9
2020,FLINDERS,4,720000,1033,163,0.9
2020,FOXGROUND,4,370118.5,945,3,0.9
2020,GERRINGONG,1,635000,894,130,0.9
2020,GERRINGONG,2,480000,894,130,0.9
2020,GERRINGONG,3,715000,894,130,0.9
2020,GERRINGONG,4,909250,894,130,0.9
2020,GERROA,4,1310000,894,21,0.9
2020,GLEN ALPINE,4,854000,1026,113,0.9
2020,GLENFIELD,4,710000,1026,1545,0.9
2020,GRAYS POINT,4,1325000,1118,67,0.9
2020,GWYNNEVILLE,4,862500,1061,151,0.9
2020,GYMEA,2,695000,1055,524,0.9
2020,GYMEA,3,925000,1055,524,0.9
2020,GYMEA,4,1172000,1055,524,0.9
2020,GYMEA BAY,4,1410000,1094,113,0.9
2020,HAYWARDS BAY,4,787500,897,0,0.9
2020,HEATHCOTE,1,528750,1064,174,0.9
2020,HEATHCOTE,2,650000,1064,174,0.9
2020,HEATHCOTE,3,725000,1064,174,0.9
2020,HEATHCOTE,4,977500,1064,174,0.9
2020,HELENSBURGH,3,640000,1045,0,0.9
2020,HELENSBURGH,4,847000,1045,0,0.9
2020,HORSLEY,4,601750,1211,0,0.9
2020,HUNTLEY,4,1050000,1157,0,0.9
2020,ILLAWONG,3,715300,1065,221,0.9
2020,ILLAWONG,4,1200000,1065,221,0.9
2020,INGLEBURN,1,500000,983,1692,0.9
2020,INGLEBURN,2,500000,983,1692,0.9
2020,INGLEBURN,3,500000,983,1692,0.9
2020,INGLEBURN,4,699950,983,1692,0.9
2020,JAMBEROO,4,889000,747,38,0.9
2020,JANNALI,1,582500,1065,261,0.9
2020,JANNALI,2,745000,1065,261,0.9
2020,JANNALI,3,779000,1065,261,0.9
2020,JANNALI,4,1082500,1065,261,0.9
2020,KANAHOOKA,4,591500,971,0,0.9
2020,KAREELA,4,1200000,971,63,0.9
2020,KEARNS,4,682500,971,55,0.9
2020,KEIRAVILLE,4,860000,914,0,0.9
2020,KEMBLA GRANGE,4,359000,1120,0,0.9
2020,KIAMA,1,499000,1062,401,0.9
2020,KIAMA,2,659000,1062,401,0.9
2020,KIAMA,3,600000,1062,401,0.9
2020,KIAMA,4,970000,1062,401,0.9
2020,KIAMA DOWNS,4,870000,1062,109,0.9
2020,KIAMA HEIGHTS,4,1025000,1062,19,0.9
2020,KIRRAWEE,1,550000,1086,765,0.9
2020,KIRRAWEE,2,753000,1086,765,0.9
2020,KIRRAWEE,3,611000,1086,765,0.9
2020,KIRRAWEE,4,1150000,1086,765,0.9
2020,KOONAWARRA,4,485000,1086,0,0.9
2020,KURNELL,4,1061250,999,179,0.9
2020,LAKE HEIGHTS,3,495000,986,0,0.9
2020,LAKE HEIGHTS,4,575000,986,0,0.9
2020,LAKE ILLAWARRA,2,505000,890,303,0.9
2020,LAKE ILLAWARRA,4,550000,890,303,0.9
2020,LEUMEAH,4,622500,949,1048,0.9
2020,LILLI PILLI,4,1980501,1125,0,0.9
2020,LOFTUS,4,985000,935,138,0.9
2020,MACQUARIE FIELDS,3,260000,812,1670,0.9
2020,MACQUARIE FIELDS,4,622000,812,1670,0.9
2020,MACQUARIE LINKS,4,835500,812,231,0.9
2020,MAIANBAR,4,1150000,812,11,0.9
2020,MANGERTON,4,850000,1076,0,0.9
2020,MENAI,4,1055000,1077,377,0.9
2020,MENANGLE PARK,4,1600000,1077,19,0.9
2020,MINNAMURRA,4,1120000,1064,60,0.9
2020,MINTO,4,658350,994,1304,0.9
2020,MINTO HEIGHTS,4,1810000,994,9,0.9
2020,MIRANDA,1,575000,1058,3093,0.9
2020,MIRANDA,2,695000,1058,3093,0.9
2020,MIRANDA,3,745000,1058,3093,0.9
2020,MIRANDA,4,1213000,1058,3093,0.9
2020,MOUNT KEIRA,4,882000,1111,0,0.9
2020,MOUNT KEMBLA,4,880000,1051,0,0.9
2020,MOUNT OUSLEY,4,865000,1078,0,0.9
2020,MOUNT PLEASANT,4,930000,1116,0,0.9
2020,MOUNT SAINT THOMAS,4,677000,947,0,0.9
2020,MOUNT WARRIGAL,3,275000,1044,270,0.9
2020,MOUNT WARRIGAL,4,615000,1044,270,0.9
2020,NORTH WOLLONGONG,4,1850000,955,0,0.9
2020,OAK FLATS,2,565000,904,456,0.9
2020,OAK FLATS,3,574000,904,456,0.9
2020,OAK FLATS,4,600000,904,456,0.9
2020,OTFORD,4,1100000,1113,0,0.9
2020,OYSTER BAY,4,1250000,1092,103,0.9
2020,PORT HACKING,4,1712500,978,19,0.9
2020,PORT KEMBLA,1,220000,991,0,0.9
2020,PORT KEMBLA,2,218900,991,0,0.9
2020,PORT KEMBLA,3,262500,991,0,0.9
2020,PORT KEMBLA,4,634000,991,0,0.9
2020,PRIMBEE,4,665000,952,0,0.9
2020,RABY,1,760000,920,145,0.9
2020,RABY,4,622500,920,145,0.9
2020,ROSE VALLEY,4,1435000,1022,0,0.9
2020,ROSEMEADOW,4,595000,981,446,0.9
2020,RUSE,4,630000,963,196,0.9
2020,RUSSELL VALE,4,915000,1028,0,0.9
2020,SANDY POINT,4,960000,979,23,0.9
2020,SCARBOROUGH,4,1400000,1121,0,0.9
2020,SHELL COVE,3,680000,1050,215,0.9
2020,SHELL COVE,4,845000,1050,215,0.9
2020,SHELLHARBOUR,1,395000,1016,294,0.9
2020,SHELLHARBOUR,4,845000,1016,294,0.9
2020,SHELLHARBOUR CITY CENTRE,3,495000,1016,0,0.9
2020,SHELLHARBOUR CITY CENTRE,4,897500,1016,0,0.9
2020,ST ANDREWS,4,639500,993,0,0.9
2020,ST HELENS PARK,4,590000,959,0,0.9
2020,STANWELL PARK,4,1345000,1125,0,0.9
2020,STANWELL TOPS,4,890000,1125,0,0.9
2020,SUTHERLAND,1,577500,1100,2326,0.9
2020,SUTHERLAND,2,708500,1100,2326,0.9
2020,SUTHERLAND,3,730000,1100,2326,0.9
2020,SUTHERLAND,4,1100000,1100,2326,0.9
2020,SYLVANIA,1,501000,1033,518,0.9
2020,SYLVANIA,3,855000,1033,518,0.9
2020,SYLVANIA,4,1350000,1033,518,0.9
2020,SYLVANIA WATERS,4,1850000,1033,120,0.9
2020,TAREN POINT,3,750000,848,122,0.9
2020,TAREN POINT,4,1580000,848,122,0.9
2020,TARRAWANNA,4,832000,848,0,0.9
2020,THIRROUL,1,590000,1115,0,0.9
2020,THIRROUL,2,785000,1115,0,0.9
2020,THIRROUL,3,705000,1115,0,0.9
2020,THIRROUL,4,1270000,1115,0,0.9
2020,TONGARRA,4,1100000,959,0,0.9
2020,TOWRADGI,4,840000,842,0,0.9
2020,TULLIMBAR,2,395000,963,0,0.9
2020,TULLIMBAR,4,618000,963,0,0.9
2020,UNANDERRA,4,570000,951,0,0.9
2020,VARROVILLE,4,1780000,979,7,0.9
2020,WARILLA,3,435000,915,655,0.9
2020,WARILLA,4,535000,915,655,0.9
2020,WARRAWONG,4,517500,899,0,0.9
2020,WATERFALL,4,885000,1030,118,0.9
2020,WEDDERBURN,4,1475000,1157,21,0.9
2020,WERRI BEACH,4,1057500,950,12,0.9
2020,WEST WOLLONGONG,4,685500,940,0,0.9
2020,WILLOW VALE,4,1700000,1143,0,0.9
2020,WINDANG,4,750000,973,0,0.9
2020,WOLLONGONG,1,466400,1023,5850,0.9
2020,WOLLONGONG,2,583500,1023,5850,0.9
2020,WOLLONGONG,3,682500,1023,5850,0.9
2020,WOLLONGONG,4,845000,1023,5850,0.9
2020,WOMBARRA,4,1562500,1023,0,0.9
2020,WONGAWILLI,4,625000,941,0,0.9
2020,WOODBINE,4,646250,894,90,0.9
2020,WOOLOOWARE,1,597500,1061,267,0.9
2020,WOOLOOWARE,2,755000,1061,267,0.9
2020,WOOLOOWARE,3,732500,1061,267,0.9
2020,WOOLOOWARE,4,1665000,1061,267,0.9
2020,WOONONA,3,450000,1058,0,0.9
2020,WOONONA,4,903000,1058,0,0.9
2020,WORONORA,4,1220000,1058,74,0.9
2020,WORONORA HEIGHTS,1,330000,1058,39,0.9
2020,WORONORA HEIGHTS,3,575000,1058,39,0.9
2020,WORONORA HEIGHTS,4,1145000,1058,39,0.9
2020,YARRAWARRAH,4,1000000,909,37,0.9
2020,YELLOW ROCK,4,1300000,996,0,0.9
2020,YOWIE BAY,4,1797500,1094,47,0.9
2021,AIRDS,4,620000,894,425,3.5
2021,ALBION PARK,1,280000,980,352,3.5
2021,ALBION PARK,2,530000,980,352,3.5
2021,ALBION PARK,3,578000,980,352,3.5
2021,ALBION PARK,4,673500,980,352,3.5
2021,ALBION PARK RAIL,3,545000,897,0,3.5
2021,ALBION PARK RAIL,4,636500,897,0,3.5
2021,ALFORDS POINT,4,1520000,1070,66,3.5
2021,AMBARVALE,4,685000,931,749,3.5
2021,AUSTINMER,1,500000,1112,100,3.5
2021,AUSTINMER,2,739000,1112,100,3.5
2021,AUSTINMER,3,772500,1112,100,3.5
2021,AUSTINMER,4,1812500,1112,100,3.5
2021,AVONDALE,4,672750,1083,0,3.5
2021,BALGOWNIE,4,1102500,943,236,3.5
2021,BANGOR,1,450000,1064,103,3.5
2021,BANGOR,3,1903000,1064,103,3.5
2021,BANGOR,4,1417500,1064,103,3.5
2021,BARDEN RIDGE,4,1039000,1064,139,3.5
2021,BARDIA,3,260000,1064,198,3.5
2021,BARDIA,4,735000,1064,198,3.5
2021,BARRACK HEIGHTS,1,380000,873,430,3.5
2021,BARRACK HEIGHTS,2,435000,873,430,3.5
2021,BARRACK HEIGHTS,3,455000,873,430,3.5
2021,BARRACK HEIGHTS,4,700000,873,430,3.5
2021,BARRACK POINT,4,1560000,873,22,3.5
2021,BELLAMBI,1,655340,1136,657,3.5
2021,BELLAMBI,2,675000,1136,657,3.5
2021,BELLAMBI,4,740000,1136,657,3.5
2021,BERKELEY,4,660790,922,872,3.5
2021,BLACKBUTT,4,822500,920,538,3.5
2021,BLAIR ATHOL,4,875500,755,51,3.5
2021,BLAIRMOUNT,4,685000,947,19,3.5
2021,BOMBO,4,1300000,940,34,3.5
2021,BONNET BAY,4,1512000,925,30,3.5
2021,BOW BOWING,4,747500,716,51,3.5
2021,BRADBURY,4,642500,996,532,3.5
2021,BROUGHTON VILLAGE,4,400000,1057,7,3.5
2021,BROWNSVILLE,4,640000,1015,68,3.5
2021,BULLI,2,557500,1082,442,3.5
2021,BULLI,4,1570000,1082,442,3.5
2021,BUNDEENA,4,1350000,1071,86,3.5
2021,BURRANEER,4,2900000,982,92,3.5
2021,CALDERWOOD,1,700000,1065,68,3.5
2021,CALDERWOOD,4,700000,1065,68,3.5
2021,CAMPBELLTOWN,1,312500,845,8118,3.5
2021,CAMPBELLTOWN,2,462000,845,8118,3.5
2021,CAMPBELLTOWN,3,480000,845,8118,3.5
2021,CAMPBELLTOWN,4,650000,845,8118,3.5
2021,CARINGBAH,1,620000,972,1964,3.5
2021,CARINGBAH,2,750000,972,1964,3.5
2021,CARINGBAH,3,800000,972,1964,3.5
2021,CARINGBAH,4,1597000,972,1964,3.5
2021,CARINGBAH SOUTH,4,1925000,972,219,3.5
2021,CLAYMORE,4,420000,991,475,3.5
2021,CLIFTON,4,2606000,991,5,3.5
2021,COLEDALE,4,1965000,874,0,3.5
2021,COMO,4,1500000,662,136,3.5
2021,CONISTON,1,767000,982,377,3.5
2021,CONISTON,2,595000,982,377,3.5
2021,CONISTON,3,520000,982,377,3.5
2021,CONISTON,4,881750,982,377,3.5
2021,CORDEAUX HEIGHTS,4,1000000,916,0,3.5
2021,CORRIMAL,1,2900000,916,636,3.5
2021,CORRIMAL,2,645000,916,636,3.5
2021,CORRIMAL,3,645000,916,636,3.5
2021,CORRIMAL,4,1022500,916,636,3.5
2021,CRINGILA,4,538000,916,160,3.5
2021,CRONULLA,1,1268387.5,1084,2365,3.5
2021,CRONULLA,2,1015000,1084,2365,3.5
2021,CRONULLA,3,1500000,1084,2365,3.5
2021,CRONULLA,4,2500000,1084,2365,3.5
2021,CROOM,4,1535000,971,25,3.5
2021,CURRAMORE,4,2575000,940,8,3.5
2021,DAPTO,2,529000,979,874,3.5
2021,DAPTO,3,539000,979,874,3.5
2021,DAPTO,4,670000,979,874,3.5
2021,DENHAM COURT,3,567000,846,239,3.5
2021,DENHAM COURT,4,741000,846,239,3.5
2021,DOLANS BAY,4,2520000,1021,12,3.5
2021,DUNMORE,4,640000,1009,0,3.5
2021,EAGLE VALE,4,690000,903,0,3.5
2021,EAST CORRIMAL,4,1362000,1019,0,3.5
2021,ENGADINE,2,606093,1066,506,3.5
2021,ENGADINE,3,925000,1066,506,3.5
2021,ENGADINE,4,1210000,1066,506,3.5
2021,ENGLORIE PARK,4,642000,1066,11,3.5
2021,ESCHOL PARK,4,708000,983,85,3.5
2021,FAIRY MEADOW,2,610000,967,719,3.5
2021,FAIRY MEADOW,4,1055000,967,719,3.5
2021,FARMBOROUGH HEIGHTS,4,780000,967,0,3.5
2021,FERNHILL,4,890500,933,60,3.5
2021,FIGTREE,1,1230000,1033,429,3.5
2021,FIGTREE,4,970750,1033,429,3.5
2021,FLINDERS,3,580000,1033,201,3.5
2021,FLINDERS,4,839000,1033,201,3.5
2021,GERRINGONG,1,495000,894,112,3.5
2021,GERRINGONG,2,420750,894,112,3.5
2021,GERRINGONG,3,655000,894,112,3.5
2021,GERRINGONG,4,1350000,894,112,3.5
2021,GERROA,4,2615000,894,31,3.5
2021,GLEN ALPINE,4,1000000,1026,106,3.5
2021,GLENFIELD,4,802500,1026,2078,3.5
2021,GRAYS POINT,4,1715000,1118,108,3.5
2021,GREENHILLS BEACH,4,2752500,875,39,3.5
2021,GWYNNEVILLE,4,977000,1061,165,3.5
2021,GYMEA,2,795000,1055,497,3.5
2021,GYMEA,3,842000,1055,497,3.5
2021,GYMEA,4,1397500,1055,497,3.5
2021,GYMEA BAY,4,1797500,1094,127,3.5
2021,HAYWARDS BAY,4,845000,897,0,3.5
2021,HEATHCOTE,1,554750,1064,183,3.5
2021,HEATHCOTE,2,680000,1064,183,3.5
2021,HEATHCOTE,3,647500,1064,183,3.5
2021,HEATHCOTE,4,1245000,1064,183,3.5
2021,HELENSBURGH,2,640000,1045,0,3.5
2021,HELENSBURGH,3,680000,1045,0,3.5
2021,HELENSBURGH,4,967500,1045,0,3.5
2021,HORSLEY,4,807500,1211,0,3.5
2021,ILLAWONG,1,630000,1065,217,3.5
2021,ILLAWONG,2,630000,1065,217,3.5
2021,ILLAWONG,3,750000,1065,217,3.5
2021,ILLAWONG,4,1526500,1065,217,3.5
2021,INGLEBURN,2,447500,983,1749,3.5
2021,INGLEBURN,3,495000,983,1749,3.5
2021,INGLEBURN,4,781500,983,1749,3.5
2021,JAMBEROO,4,1615000,747,33,3.5
2021,JANNALI,1,670000,1065,355,3.5
2021,JANNALI,2,760000,1065,355,3.5
2021,JANNALI,3,825000,1065,355,3.5
2021,JANNALI,4,1345000,1065,355,3.5
2021,KANAHOOKA,4,707500,971,0,3.5
2021,KAREELA,4,1438000,971,61,3.5
2021,KEARNS,4,757500,971,69,3.5
2021,KEIRAVILLE,4,1088000,914,0,3.5
2021,KEMBLA GRANGE,4,450000,1120,0,3.5
2021,KENTLYN,4,2110000,1055,49,3.5
2021,KIAMA,2,591000,1062,522,3.5
2021,KIAMA,3,690000,1062,522,3.5
2021,KIAMA,4,1250000,1062,522,3.5
2021,KIAMA DOWNS,4,1165000,1062,73,3.5
2021,KIAMA HEIGHTS,4,1297500,1062,12,3.5
2021,KIRRAWEE,1,412500,1086,770,3.5
2021,KIRRAWEE,2,780000,1086,770,3.5
2021,KIRRAWEE,3,827500,1086,770,3.5
2021,KIRRAWEE,4,1355000,1086,770,3.5
2021,KOONAWARRA,4,622000,1086,0,3.5
2021,KURNELL,1,385875,999,287,3.5
2021,KURNELL,4,1557500,999,287,3.5
2021,LAKE HEIGHTS,4,662000,986,0,3.5
2021,LAKE ILLAWARRA,2,519000,890,290,3.5
2021,LAKE ILLAWARRA,3,624500,890,290,3.5
2021,LAKE ILLAWARRA,4,685000,890,290,3.5
2021,LEUMEAH,4,695000,949,1037,3.5
2021,LILLI PILLI,4,2845000,1125,0,3.5
2021,LOFTUS,4,1360000,935,85,3.5
2021,LONG POINT,4,1965000,955,0,3.5
2021,MACQUARIE FIELDS,2,450000,812,2329,3.5
2021,MACQUARIE FIELDS,3,430000,812,2329,3.5
2021,MACQUARIE FIELDS,4,741000,812,2329,3.5
2021,MACQUARIE LINKS,4,1182500,812,214,3.5
2021,MAIANBAR,4,1250000,812,12,3.5
2021,MANGERTON,4,998021.5,1076,0,3.5
2021,MARSHALL MOUNT,4,1300000,1048,0,3.5
2021,MENAI,3,682500,1077,438,3.5
2021,MENAI,4,1310000,1077,438,3.5
2021,MENANGLE PARK,4,392000,1077,23,3.5
2021,MINNAMURRA,4,1250000,1064,24,3.5
2021,MINTO,4,749500,994,1566,3.5
2021,MINTO HEIGHTS,4,1800000,994,14,3.5
2021,MIRANDA,1,580000,1058,3436,3.5
2021,MIRANDA,2,740000,1058,3436,3.5
2021,MIRANDA,3,797500,1058,3436,3.5
2021,MIRANDA,4,1500000,1058,3436,3.5
2021,MOUNT KEIRA,4,1027500,1111,0,3.5
2021,MOUNT KEMBLA,4,1120000,1051,0,3.5
2021,MOUNT OUSLEY,4,1200000,1078,0,3.5
2021,MOUNT PLEASANT,4,1112500,1116,0,3.5
2021,MOUNT SAINT THOMAS,4,882500,947,0,3.5
2021,MOUNT WARRIGAL,4,720000,1044,272,3.5
2021,NORTH WOLLONGONG,1,530000,955,0,3.5
2021,NORTH WOLLONGONG,2,652500,955,0,3.5
2021,NORTH WOLLONGONG,3,810000,955,0,3.5
2021,NORTH WOLLONGONG,4,1140000,955,0,3.5
2021,OAK FLATS,1,515000,904,367,3.5
2021,OAK FLATS,2,576000,904,367,3.5
2021,OAK FLATS,3,583000,904,367,3.5
2021,OAK FLATS,4,750000,904,367,3.5
2021,OTFORD,4,1272860,1113,0,3.5
2021,OYSTER BAY,4,1552000,1092,117,3.5
2021,PORT HACKING,4,2490000,978,43,3.5
2021,PORT KEMBLA,1,231825,991,0,3.5
2021,PORT KEMBLA,2,239000,991,0,3.5
2021,PORT KEMBLA,3,301400,991,0,3.5
2021,PORT KEMBLA,4,772500,991,0,3.5
2021,PRIMBEE,4,825000,952,0,3.5
2021,RABY,4,730000,920,177,3.5
2021,ROSE VALLEY,4,785000,1022,0,3.5
2021,ROSEMEADOW,4,710000,981,457,3.5
2021,RUSE,4,730000,963,219,3.5
2021,RUSSELL VALE,4,1190000,1028,0,3.5
2021,SANDY POINT,4,1185000,979,22,3.5
2021,SCARBOROUGH,4,1305000,1121,0,3.5
2021,SHELL COVE,1,567500,1050,210,3.5
2021,SHELL COVE,2,720000,1050,210,3.5
2021,SHELL COVE,3,862500,1050,210,3.5
2021,SHELL COVE,4,1050000,1050,210,3.5
2021,SHELLHARBOUR,3,975000,1016,332,3.5
2021,SHELLHARBOUR,4,1115000,1016,332,3.5
2021,SHELLHARBOUR CITY CENTRE,3,605000,1016,0,3.5
2021,SHELLHARBOUR CITY CENTRE,4,651750,1016,0,3.5
2021,ST ANDREWS,4,750000,993,0,3.5
2021,ST HELENS PARK,4,690000,959,0,3.5
2021,STANWELL PARK,4,1937750,1125,0,3.5
2021,STANWELL TOPS,4,1261000,1125,0,3.5
2021,SUTHERLAND,1,575000,1100,2830,3.5
2021,SUTHERLAND,2,735000,1100,2830,3.5
2021,SUTHERLAND,3,778500,1100,2830,3.5
2021,SUTHERLAND,4,1175000,1100,2830,3.5
2021,SYLVANIA,3,880000,1033,466,3.5
2021,SYLVANIA,4,1650000,1033,466,3.5
2021,TAREN POINT,4,2000000,848,137,3.5
2021,TARRAWANNA,4,975000,848,0,3.5
2021,THIRROUL,1,1432500,1115,0,3.5
2021,THIRROUL,2,1057500,1115,0,3.5
2021,THIRROUL,3,1150000,1115,0,3.5
2021,THIRROUL,4,1750000,1115,0,3.5
2021,TONGARRA,4,2235000,959,0,3.5
2021,TOOLIJOOA,4,1320000,927,0,3.5
2021,TOWRADGI,4,1311000,842,0,3.5
2021,TULLIMBAR,2,465000,963,0,3.5
2021,TULLIMBAR,3,425000,963,0,3.5
2021,TULLIMBAR,4,315500,963,0,3.5
2021,UNANDERRA,1,242500,951,0,3.5
2021,UNANDERRA,4,705000,951,0,3.5
2021,VARROVILLE,4,2100000,979,48,3.5
2021,WARILLA,1,372500,915,603,3.5
2021,WARILLA,4,670000,915,603,3.5
2021,WARRAWONG,4,625000,899,0,3.5
2021,WATERFALL,4,1050000,1030,108,3.5
2021,WEDDERBURN,4,1800000,1157,35,3.5
2021,WERRI BEACH,4,2400000,950,10,3.5
2021,WEST WOLLONGONG,1,480000,940,0,3.5
2021,WEST WOLLONGONG,4,945500,940,0,3.5
2021,WINDANG,4,1008000,973,0,3.5
2021,WOLLONGONG,1,492000,1023,6073,3.5
2021,WOLLONGONG,2,625000,1023,6073,3.5
2021,WOLLONGONG,3,686250,1023,6073,3.5
2021,WOLLONGONG,4,1274000,1023,6073,3.5
2021,WOMBARRA,4,1900000,1023,0,3.5
2021,WONGAWILLI,4,500000,941,0,3.5
2021,WOODBINE,4,737000,894,86,3.5
2021,WOOLOOWARE,1,651500,1061,317,3.5
2021,WOOLOOWARE,2,843000,1061,317,3.5
2021,WOOLOOWARE,3,915000,1061,317,3.5
2021,WOOLOOWARE,4,2035000,1061,317,3.5
2021,WOONONA,1,1839054.5,1058,0,3.5
2021,WOONONA,3,468250,1058,0,3.5
2021,WOONONA,4,1216000,1058,0,3.5
2021,WORONORA,4,1360500,1058,55,3.5
2021,WORONORA HEIGHTS,4,1487500,1058,39,3.5
2021,YALLAH,4,1645000,983,0,3.5
2021,YARRAWARRAH,4,1358750,909,64,3.5
2021,YELLOW ROCK,4,850000,996,0,3.5
2021,YOWIE BAY,4,2280000,1094,75,3.5
2022,AIRDS,4,670000,894,433,7.8
2022,ALBION PARK,2,690000,980,419,7.8
2022,ALBION PARK,3,670000,980,419,7.8
2022,ALBION PARK,4,790000,980,419,7.8
2022,ALBION PARK RAIL,1,710000,897,0,7.8
2022,ALBION PARK RAIL,3,702500,897,0,7.8
2022,ALBION PARK RAIL,4,760000,897,0,7.8
2022,ALFORDS POINT,4,1600000,1070,58,7.8
2022,AMBARVALE,4,774000,931,592,7.8
2022,AUSTINMER,1,495000,1112,60,7.8
2022,AUSTINMER,2,1300000,1112,60,7.8
2022,AUSTINMER,4,2120000,1112,60,7.8
2022,AVONDALE,4,790000,1083,0,7.8
2022,BALGOWNIE,4,1195000,943,184,7.8
2022,BANGOR,1,407500,1064,104,7.8
2022,BANGOR,4,1455000,1064,104,7.8
2022,BARDEN RIDGE,4,1607500,1064,79,7.8
2022,BARDIA,4,850000,1064,192,7.8
2022,BARRACK HEIGHTS,1,470000,873,375,7.8
2022,BARRACK HEIGHTS,2,475000,873,375,7.8
2022,BARRACK HEIGHTS,4,815000,873,375,7.8
2022,BARRACK POINT,4,1950000,873,17,7.8
2022,BELLAMBI,4,675000,1136,614,7.8
2022,BERKELEY,1,380000,922,622,7.8
2022,BERKELEY,4,730000,922,622,7.8
2022,BLACKBUTT,4,970000,920,534,7.8
2022,BLAIR ATHOL,4,942500,755,70,7.8
2022,BLAIRMOUNT,4,800000,947,28,7.8
2022,BOMBO,4,1425000,940,12,7.8
2022,BONNET BAY,4,1900000,925,36,7.8
2022,BOW BOWING,4,845000,716,42,7.8
2022,BRADBURY,4,765000,996,519,7.8
2022,BROWNSVILLE,1,465000,1015,35,7.8
2022,BROWNSVILLE,4,750000,1015,35,7.8
2022,BULLI,4,1650000,1082,392,7.8
2022,BUNDEENA,4,1887500,1071,63,7.8
2022,CALDERWOOD,1,812860,1065,77,7.8
2022,CALDERWOOD,4,950000,1065,77,7.8
2022,CAMPBELLTOWN,1,435000,845,8087,7.8
